,Gene,AccNum,seqlogo_logL_L24_t1,seqlogo_logL_S15_t0,seqlogo_logL_S15_t1,TIS,MFE_fpUTR_normed,MFE_fpUTRandORF_normed
214,CFAP36,NM_001282761,-16.52823012634013,-16.9974964151059,-17.228298873076405,115.0,-0.4217391304347826,-0.4585667752442997
215,ATIC,NM_004044,-16.534814254217146,-16.99950594180483,-17.228982140838074,105.0,-0.4096791443850267,-0.3628919860627178
216,MOCS3,NM_014484,-16.536598376010648,-17.000964032264474,-17.231358453762187,96.0,-0.20517241379310344,-0.3176744186046511
217,SBF1,NM_002972,-16.544635992515644,-17.014387052596618,-17.23455791317387,107.0,-0.6003463203463204,-0.5784290030211481
218,SMARCD1,NM_003076,-16.545837193861278,-17.014469853161295,-17.24362790768845,113.0,-0.5086470588235295,-0.5660000000000001
219,UBXN1,NM_015853,-16.546420114309143,-17.019179853207948,-17.24511763768659,91.0,-0.4237628865979381,-0.4629931972789116
220,REL,NM_002908,-16.554616881513322,-17.020625224985757,-17.245457831375695,103.0,-0.5334971098265896,-0.4767488789237668
221,TSPAN4,NM_001025237,-16.55629896769631,-17.023029717111065,-17.248062370831946,104.0,-0.4383783783783784,-0.4572423398328691
222,HBS1L,NM_006620,-16.556470450162653,-17.03010892374014,-17.25259280122695,111.0,-0.4226086956521739,-0.3924104234527687
223,LTBP1,NM_206943,-16.557217663213383,-17.034691989982587,-17.253112081867307,101.0,-0.46,-0.5756097560975609
224,PKN3,NM_013355,-16.559071231862706,-17.035117722439544,-17.25371980139606,65.0,-0.5923543689320389,-0.5678515625
225,ANKRD10,NM_017664,-16.564186332529477,-17.035212835658314,-17.254450567704676,79.0,-0.452485549132948,-0.5324542124542125
226,KLHDC10,NM_014997,-16.574167221527155,-17.043834596028045,-17.256887689023046,78.0,-0.52,-0.6007234042553191
227,ATP2A3,NM_174953,-16.577420370530902,-17.046578827396065,-17.261986950343935,70.0,-0.5896531791907514,-0.6071794871794871
228,YDJC,NM_001017964,-16.579934689497616,-17.05031694217294,-17.267245258487687,83.0,-0.4937837837837838,-0.44576642335766425
229,RNASEH2B,NM_001142279,-16.58538854018008,-17.067148374193913,-17.26917174296093,104.0,-0.516516290726817,-0.4973547094188377
230,GATAD1,NM_021167,-16.585457987035902,-17.068672519175482,-17.270365658152027,72.0,-0.4700709219858156,-0.4612041884816754
231,ENOSF1,NM_001354067,-16.58830293916813,-17.0733966259033,-17.270547152964607,73.0,-0.5225974025974026,-0.5144632768361582
232,MRPS10,NM_018141,-16.589512257363946,-17.080630315349108,-17.271176857826052,107.0,-0.2917391304347826,-0.39657534246575343
233,DNAJC14,NM_032364,-16.589756427796114,-17.084631711699,-17.280531925894373,115.0,-0.4401470588235295,-0.4418092105263158
234,KCTD5,NM_018992,-16.592357209496168,-17.085448371605555,-17.283147650759467,118.0,-0.3132727272727273,-0.548516129032258
235,GET4,NM_015949,-16.596026938385133,-17.08800919246723,-17.298246757192207,96.0,-0.5083695652173913,-0.5394791666666666
236,CDV3,NM_001134422,-16.60072545916669,-17.09198388815876,-17.30270703498744,116.0,-0.4977362637362637,-0.5107027027027027
237,MED30,NM_080651,-16.603407045682758,-17.09281612094249,-17.306262179364793,76.0,-0.4244512195121951,-0.4668181818181818
238,PPIL4,NM_139126,-16.621927666817292,-17.09304471849749,-17.31162826010736,91.0,-0.5562886597938145,-0.4506091370558376
239,MARCH2,NM_016496,-16.627042767484063,-17.097486350165035,-17.31206885754519,98.0,-0.4770521541950114,-0.4829759704251387
240,SON,NM_138927,-16.63012443402147,-17.099714934221172,-17.314477465997154,101.0,-0.1669090909090909,-0.278
241,SNRPB,NM_003091,-16.634248151205338,-17.100952558141522,-17.31613757152785,94.0,-0.37987730061349695,-0.3975665399239544
242,SDC4,NM_002999,-16.641628258502955,-17.105467238496047,-17.317905325535474,106.0,-0.2685,-0.3237142857142857
243,PRCC,NM_005973,-16.651780629966975,-17.108671246243244,-17.32083211344219,70.0,-0.4307931034482759,-0.4546410256410257
244,DDX20,NM_007204,-16.65259728987353,-17.108743934209073,-17.321253992394805,107.0,-0.4567787114845938,-0.4562800875273523
245,CAST,NM_001750,-16.654050778501514,-17.115151398477877,-17.321849814178893,85.0,-0.5206390977443609,-0.4938251366120219
246,SDHAF3,NM_020186,-16.654381411667032,-17.117721250974757,-17.32752047589861,72.0,-0.35387267904509284,-0.3626888708367181
247,PIM1,NM_001243186,-16.655111608840244,-17.119105752849062,-17.329878665894327,,-0.4946496815286624,-0.5236575875486382
248,PLCG1,NM_002660,-16.65997739717115,-17.122836351641528,-17.34038184234386,103.0,-0.3519834710743802,-0.4969230769230769
249,TSPO,NM_001256530,-16.66014887963749,-17.126270366125812,-17.34744268318502,105.0,-0.4028571428571429,-0.472433734939759
250,IL17RA,NM_014339,-16.669546848187302,-17.128546561505257,-17.35019438677551,93.0,-0.4494736842105263,-0.4959227467811159
251,TRIM11,NM_145214,-16.672399917169713,-17.129534703878154,-17.3530874148066,98.0,-0.4121176470588235,-0.3901971830985916
252,FAAP100,NM_025161,-16.681184746725442,-17.13770717879961,-17.353361224027022,112.0,-0.465068493150685,-0.5581502890173411
253,FBXO45,NM_001105573,-16.692121739649878,-17.139115080317666,-17.354625036572074,117.0,-0.5125190839694657,-0.6142857142857143
254,TBC1D20,NM_144628,-16.69511694345394,-17.151803668130974,-17.35600469717707,109.0,-0.6138513513513513,-0.5429435483870968
255,STK25,NM_001271977,-16.695116943453947,-17.152007728941808,-17.356198148432743,113.0,-0.5765439093484419,-0.5413686534216335
256,RPRD2,NM_015203,-16.69998787368854,-17.154500163915564,-17.361414635814214,113.0,-0.3750496688741722,-0.4121022727272727
257,SMARCD2,NM_001098426,-16.708767561340586,-17.155943872977044,-17.362188383191732,71.0,-0.4523028391167192,-0.5079376498800959
258,CCSAP,NM_145257,-16.712891278524445,-17.168106024674234,-17.36237954296957,72.0,-0.4269230769230769,-0.4217977528089888
259,RAB35,NM_006861,-16.7171358110111,-17.174074822970482,-17.363627296192355,97.0,-0.5046560846560846,-0.4419377162629758
260,HIST1H2BO,NM_003527,-16.729558331009656,-17.175736434342607,-17.36554837830492,68.0,-0.13763157894736844,-0.25753623188405794
261,DPP3,NM_130443,-16.73240328314189,-17.179416229162186,-17.365930990668126,90.0,-0.508351409978308,-0.4897860962566845
262,RASSF1,NM_170714,-16.734085369324873,-17.182497895699598,-17.37644730927571,74.0,-0.5368702290076336,-0.5472294372294372
263,ISCU,NM_001320042,-16.7436629371912,-17.190713774044617,-17.380801842511545,107.0,-0.32025000000000003,-0.3544920634920635
264,POLE4,NM_019896,-16.751373677654342,-17.190903615629868,-17.38530728881209,111.0,-0.35135135135135137,-0.4756934306569343
265,GATD1,NM_001318821,-16.753503455181974,-17.191395540432847,-17.388967605619214,111.0,-0.308,-0.381
266,C19orf66,NM_018381,-16.757627172365837,-17.193417785813615,-17.38917289769254,74.0,-0.5618122977346278,-0.5403911980440098
267,RPL13,NM_033251,-16.76533791282898,-17.19409422975933,-17.392078837949494,105.0,-0.5219678714859438,-0.493810888252149
268,NEDD4L,NM_001144967,-16.765925975180533,-17.19900526961527,-17.392416323491194,105.0,-0.6257597173144877,-0.5719582245430811
269,CYHR1,NM_001330618,-16.76852675688059,-17.206217960580574,-17.400537394581512,84.0,-0.6507614213197969,-0.6633333333333333
270,CPPED1,NM_018340,-16.76852675688059,-17.20976081267925,-17.402391536515047,85.0,-0.2964864864864865,-0.3829383886255924
271,ZFYVE21,NM_001198953,-16.76939218315702,-17.219615558656095,-17.405019277306234,87.0,-0.6224489795918368,-0.5505050505050505
272,HDAC3,NM_003883,-16.77574771347903,-17.221060930433904,-17.40502241486136,92.0,-0.555,-0.430421686746988
273,COMTD1,NM_144589,-16.77574771347903,-17.222183332677808,-17.406287926660426,92.0,-0.4047826086956522,-0.4511344537815126
274,ZNF212,NM_012256,-16.776078346644553,-17.22370993860548,-17.40765405352316,103.0,-0.415859375,-0.3517105263157895
275,YARS,NM_003680,-16.777760432827534,-17.22370993860548,-17.41154192765776,97.0,-0.4688578680203046,-0.4624887387387388
276,RAD23A,NM_005053,-16.777760432827534,-17.226287183561865,-17.413316490990173,97.0,-0.5314074074074073,-0.42659574468085104
277,MRPL9,NM_031420,-16.779133116639507,-17.229644674125296,-17.415422644087172,114.0,-0.3045995423340961,-0.3696275605214153
278,ORC6,NM_014321,-16.786128682498052,-17.233062486418667,-17.417713743687276,85.0,-0.4046666666666667,-0.453875
279,BIRC5,NM_001012271,-16.78959489047454,-17.236653304279773,-17.418811250637194,90.0,-0.4800826446280992,-0.4513122171945701
280,DPYSL2,NM_001197293,-16.79409685214723,-17.24349918361117,-17.419699521737552,111.0,-0.4217293233082707,-0.4160515021459227
281,AACS,NM_023928,-16.79409685214723,-17.24376877629997,-17.430220820912222,71.0,-0.5387155963302752,-0.4950943396226415
282,PITHD1,NM_020362,-16.795778938330216,-17.24632959716164,-17.4390832787414,84.0,-0.4425384615384616,-0.4930869565217391
283,UFL1,NM_015323,-16.800163841823775,-17.248987636968426,-17.44360881003816,104.0,-0.324375,-0.4512837837837838
284,KCNN4,NM_002250,-16.80139615462884,-17.251398906405026,-17.44417488696639,92.0,-0.4626515151515152,-0.4703629032258065
285,MCCC2,NM_022132,-16.806747969700787,-17.254286578062224,-17.447759834272713,72.0,-0.4323913043478261,-0.4816386554621849
286,PXMP2,NM_018663,-16.815500760810384,-17.258793198200408,-17.448864017529615,117.0,-0.5832307692307692,-0.6417575757575757
287,GNA12,NM_007353,-16.82119878192502,-17.266181365714377,-17.449677858260607,74.0,-0.6349390243902439,-0.6789015151515151
288,EIF2S2,NM_003908,-16.822496326668926,-17.270202033368122,-17.45099278197887,79.0,-0.4666666666666667,-0.4003179190751445
289,STAB1,NM_015136,-16.832648698132946,-17.27429933381682,-17.452033590461085,112.0,-0.2281081081081081,-0.4450574712643678
290,MYBL2,NM_002466,-16.8492676232812,-17.274513192810176,-17.455799368403767,82.0,-0.6084150943396226,-0.5451506849315069
291,IGHMBP2,NM_002180,-16.850186318798272,-17.27512815170418,-17.456178694218146,111.0,-0.4983333333333333,-0.4437128712871287
292,FERMT3,NM_178443,-16.850667203635627,-17.2754550024997,-17.456509350306522,105.0,-0.3473154362416108,-0.4040963855421687
293,SEC63,NM_007214,-16.852451325429126,-17.276138178070028,-17.465653755945652,106.0,-0.4200371747211896,-0.4237940379403794
294,TRAPPC5,NM_174894,-16.85858776196149,-17.280072912923178,-17.466511867114992,70.0,-0.5256016597510373,-0.5409970674486804
295,KHSRP,NM_003685,-16.862918241167847,-17.282753335749106,-17.467583681953194,76.0,-0.39899999999999997,-0.562047619047619
296,FIG4,NM_014845,-16.86308972363418,-17.284697602720332,-17.467685175014687,64.0,-0.5093953488372093,-0.4590793650793651
297,ST7L,NM_017744,-16.868826080145205,-17.286260668254116,-17.470764567677296,107.0,-0.3317049180327869,-0.3962469135802469
298,FAM193B,NM_001190946,-16.87215191711479,-17.290916115426704,-17.479681973356257,87.0,-0.5046456692913386,-0.5881938325991191
299,RANBP9,NM_005493,-16.87307061263186,-17.293907371236845,-17.482362193833115,80.0,-0.2557627118644068,-0.4644654088050314
300,RABEP1,NM_001291582,-16.87352460092676,-17.294108072248896,-17.487735032116543,120.0,-0.5035714285714286,-0.469104938271605
301,PACS1,NM_018026,-16.880039281947955,-17.29461988628942,-17.491400114671734,102.0,-0.59,-0.618974358974359
302,WDR62,NM_001083961,-16.882309430482493,-17.29474793857383,-17.492477986795592,109.0,-0.4776923076923077,-0.4887958115183246
303,MRPS35,NM_021821,-16.883120948485367,-17.301103638107442,-17.494426250210854,105.0,-0.2783098591549296,-0.35812865497076024
304,THOC3,NM_032361,-16.884905070278865,-17.305792978470823,-17.498448021919852,113.0,-0.4694392523364486,-0.5961352657004831
305,HLA-F,NM_001098479,-16.891873739594956,-17.308092047878116,-17.501022460447402,115.0,-0.29387096774193544,-0.3700892857142857
306,MMP14,NM_004995,-16.898874447357187,-17.311876725517358,-17.50159884832647,79.0,-0.3368421052631579,-0.3743376623376624
307,INSR,NM_000208,-16.899457367805056,-17.31512743947297,-17.502579325641733,105.0,-0.5750851581508516,-0.6030136986301371
308,RING1,NM_002931,-16.911879887803615,-17.31740363485242,-17.508430470397492,93.0,-0.5223195876288661,-0.459421768707483
309,CLCN2,NM_004366,-16.91249302679769,-17.32057543778017,-17.512126884024926,119.0,-0.5961046511627907,-0.5309558823529411
310,EMC7,NM_020154,-16.913892607152118,-17.322987201428443,-17.512761241671107,108.0,-0.05692307692307692,-0.44044247787610624
311,TANGO6,NM_024562,-16.913892607152118,-17.331463858792667,-17.514536136628088,118.0,-0.005,-0.394375
312,DUSP12,NM_007240,-16.92086127646821,-17.332536662239793,-17.51586306964823,107.0,-0.35205882352941176,-0.4664925373134328
313,CD55,NM_001114752,-16.921860776801292,-17.335317428108652,-17.518547687431163,92.0,-0.3429251700680272,-0.40464467005076143
314,SPPL3,NM_139015,-16.923714345450616,-17.338843966090288,-17.518839902021288,97.0,-0.5134020618556699,-0.4842735042735043
315,RILPL2,NM_145058,-16.931013647932232,-17.338843966090288,-17.51955265196663,75.0,-0.4900958466453674,-0.5110653753026634
316,FNTA,NM_002027,-16.933695234448294,-17.340160621975034,-17.521183600268973,105.0,-0.41,-0.5383108108108108
317,CEP76,NM_024899,-16.933764681304115,-17.342310174066775,-17.52203012467903,81.0,-0.5226637554585153,-0.4700911854103344
318,MED10,NM_032286,-16.937197695787898,-17.350717124176544,-17.52271709896635,117.0,-0.34511627906976744,-0.40706293706293706
319,ALG2,NM_033087,-16.937197695787898,-17.354981522962998,-17.523111049404484,108.0,-0.4188571428571429,-0.4998823529411765
320,ATXN10,NM_013236,-16.937818951632153,-17.355976824932736,-17.528815057860008,107.0,-0.4245488721804512,-0.4721857923497267
321,TRANK1,NM_001329998,-16.94027936232531,-17.357086272858375,-17.530748656784464,82.0,-0.5309274193548387,-0.4802298850574713
322,ADA,NM_000022,-16.941732850953294,-17.358225629372672,-17.531870738332866,92.0,-0.5047019867549668,-0.4362948207171315
323,RXRA,NM_001291920,-16.942063484118812,-17.36024787475344,-17.537049894748932,105.0,-0.5210195227765727,-0.5106360078277886
324,GTF3A,NM_002097,-16.942132930974633,-17.360273856510858,-17.543850928314754,,-0.5957731958762886,-0.5674149659863945
325,CDT1,NM_030928,-16.942132930974633,-17.360492045185616,-17.543895134417575,66.0,-0.09166666666666667,-0.2699350649350649
326,MAP4K2,NM_004579,-16.946431371734846,-17.36075600174734,-17.54695577469149,102.0,-0.5211428571428571,-0.5559512195121952
327,GDPD5,NM_001351167,-16.947178584785586,-17.361728259923876,-17.547810079436836,83.0,-0.433024,-0.4374987341772152
328,IRAK3,NM_007199,-16.947659469622938,-17.362490028159133,-17.547831753331398,111.0,-0.4576470588235294,-0.4848514851485149
329,RAVER2,NM_018211,-16.951302301969445,-17.36271640229677,-17.554154219070885,113.0,-0.4197435897435898,-0.5929775280898876
330,TP53RK,NM_033550,-16.95389794176581,-17.367627982051065,-17.555490838026206,118.0,-0.37708520179372207,-0.44504643962848295
331,POLE3,NM_017443,-16.955546834456097,-17.36967620918925,-17.55804293851199,115.0,-0.4320161290322581,-0.4282183908045977
332,DMAP1,NM_019100,-16.958399903438504,-17.370481051033472,-17.560398576463424,97.0,-0.4729235880398671,-0.44324189526184543
333,NAIF1,NM_197956,-16.959184524898927,-17.371777365597875,-17.561208645697764,116.0,-0.4280365296803653,-0.4203134796238245
334,SUMO3,NM_001286416,-16.96008198962149,-17.374880782637714,-17.56145946558201,79.0,-0.5474534161490683,-0.4811877394636016
335,SLC43A1,NM_003627,-16.961764075804474,-17.374922682701015,-17.56176369354028,107.0,-0.4785467128027682,-0.5018251928020566
336,MAPK1,NM_002745,-16.96453633997087,-17.37573934260757,-17.562933152727993,97.0,-0.5524166666666667,-0.5591176470588235
337,CRK,NM_016823,-16.96600860829113,-17.378266380256118,-17.568006392846698,105.0,-0.5659333333333333,-0.5398
338,IRS2,NM_003749,-16.966596670642687,-17.38313216858703,-17.569598374777964,101.0,-0.6382879377431906,-0.5983224755700326
339,TMEM161A,NM_017814,-16.97023436108551,-17.386783428379406,-17.574068001834792,115.0,-0.3208219178082192,-0.37057803468208095
340,VPS37B,NM_024667,-16.977031547935265,-17.38952154861153,-17.5774768023038,128.0,-0.5483495145631068,-0.5332512315270936
341,YTHDC1,NM_001330698,-16.978431128289685,-17.38983826698707,-17.57821672114415,103.0,-0.4416208791208791,-0.4033836206896552
342,PEPD,NM_000285,-16.981485898284642,-17.39314931094783,-17.579657030848033,119.0,-0.4227067669172932,-0.4355793991416309
343,AP3D1,NM_001261826,-16.986468744794685,-17.39536517632213,-17.579892279936022,94.0,-0.6005821917808221,-0.5513010204081633
344,PPP3CB,NM_001142353,-16.99253573447123,-17.396279203956755,-17.583519157082502,112.0,-0.4168888888888889,-0.4454468085106384
345,DNAJA2,NM_005880,-16.99476754760938,-17.396595640645646,-17.58378835094702,91.0,-0.2841549295774648,-0.3418181818181818
346,TM7SF2,NM_003273,-16.996038195810836,-17.402482644090995,-17.58384333554373,111.0,-0.4531481481481481,-0.4828625954198473
347,CCDC84,NM_198489,-16.996038195810836,-17.40740315488161,-17.586528060843975,100.0,-0.4610769230769231,-0.4565454545454545
348,TTC17,NM_018259,-17.004958254469784,-17.411296394519475,-17.586607007376028,107.0,-0.3965714285714286,-0.5125294117647059
349,RPS6KA4,NM_003942,-17.00741866516294,-17.411835079978054,-17.587324150176546,86.0,-0.44698795180722894,-0.3711475409836066
350,ARL6IP1,NM_015161,-17.00846071580939,-17.413736559704425,-17.58832680268851,114.0,-0.4437735849056604,-0.4360897435897436
351,TSG101,NM_006292,-17.011056355605767,-17.417021001580874,-17.59285047976677,111.0,-0.4076428571428571,-0.33337500000000003
352,FZD5,NM_003468,-17.013570674572478,-17.418231001059134,-17.595649777106093,103.0,-0.4724878048780488,-0.4824705882352941
353,HIF1AN,NM_017902,-17.016171456272534,-17.421923043274905,-17.598660392407773,119.0,-0.3413333333333334,-0.4849142857142857
354,SPNS1,NM_032038,-17.024209072777527,-17.42478639589101,-17.599421642185973,102.0,-0.4687267904509284,-0.490251572327044
355,TYMS,NM_001071,-17.029074861108437,-17.42667804983138,-17.599849245758328,67.0,-0.4597122302158274,-0.4878661087866109
356,RAN,NM_006325,-17.029074861108437,-17.430721131410827,-17.60218115749965,94.0,-0.3946153846153846,-0.3639917695473251
357,PEBP1,NM_002567,-17.029074861108437,-17.433394431865125,-17.6029975477869,74.0,-0.5013803680981594,-0.4973708920187793
358,NDFIP1,NM_030571,-17.029074861108437,-17.437093967139287,-17.603510922257264,97.0,-0.4166666666666667,-0.4612658227848101
359,IRF2,NM_002199,-17.029074861108437,-17.439485740582757,-17.607210282025353,72.0,-0.2621,-0.2886666666666666
360,ISYNA1,NM_016368,-17.029891521015,-17.440171710560733,-17.609082683578773,69.0,-0.5342201834862385,-0.5243081761006289
361,PPP3CC,NM_001243974,-17.034189961775212,-17.441122815210704,-17.610096027439067,75.0,-0.6041363636363636,-0.5712592592592592
362,NBEAL2,NM_015175,-17.034189961775212,-17.44333056373483,-17.613735489365546,102.0,-0.5281564245810056,-0.5246594982078853
